camis,dba,boro,building,street,zipcode,phone,cuisine,latitude,longitude,nta_code,community_board,council_district,never_inspected,n_inspections,first_inspection,last_inspection,avg_score,latest_score,latest_grade,total_violations,total_critical,ever_closed
50178048,MAYLIN GARDEN,Brooklyn,5506,8 AVENUE,11220,7186331181,CHINESE,40.63820434772,-74.00674501503,BK34,307,43,false,1,2026-01-27,2026-01-27,11.0,11,A,2,2,false
50178051,JUICI PATTIES,Brooklyn,3005,CHURCH AVENUE,11226,7186407924,BAKERY PRODUCTS/DESSERTS,40.65081662016,-73.9493991807,BK95,317,40,false,2,2025-12-13,2026-05-04,15.0,9,A,7,2,false
50178054,LAZYDOG,Unknown,41,W 40TH ST,7002,6466372137,AMERICAN,,,,,,false,1,2025-12-20,2025-12-20,5.0,5,A,1,1,false
50178065,HAMS SUSHI,Queens,23-23,BORDEN AVENUE,11101,9175959789,UNKNOWN,40.7399274278,-73.94722019586,QN31,402,26,true,,,,,,,,,false
50178068,ASTOR PLACE THEATRE,Manhattan,434,LAFAYETTE STREET,10003,3477743522,UNKNOWN,40.72917432573,-73.99202983084,MN23,102,2,true,,,,,,,,,false
50178086,SARIQ BOLA PIZZA,Brooklyn,3003,AVENUE U,11229,3476683199,PIZZA,40.60076582043,-73.93884288458,BK44,315,46,false,2,2025-11-28,2026-05-05,34.5,40,Z,10,8,false
50178087,LA PEQUENA LECHONERA,Manhattan,254,EAST 125 STREET,10035,3472824394,SPANISH,40.80317933749,-73.9346215117,MN34,111,8,false,1,2025-12-30,2025-12-30,5.0,5,A,1,0,false
50178088,URGUT AFSONA,Brooklyn,414,DITMAS AVENUE,11218,7186333006,OTHER,40.63589066789,-73.97480075115,BK41,312,39,false,1,2025-11-25,2025-11-25,7.0,7,A,3,0,false
50178093,NAISNOW,Queens,27-53,JACKSON AVENUE,11101,7182553588,BAKERY PRODUCTS/DESSERTS,40.74812775132,-73.93957326181,QN31,402,26,false,2,2026-05-19,2026-05-19,33.0,33,N,6,4,false
50178094,DAR 525,Brooklyn,168,DRIGGS AVENUE,11222,3473060847,MEDITERRANEAN,40.72298578143,-73.94518809409,BK76,301,33,false,1,2026-08-03,2026-08-03,52.0,52,N,10,5,false
50178097,AUNTIE ANNE'S SRU,Brooklyn,625,ATLANTIC AVENUE,11217,7863690471,UNKNOWN,40.68344962559,-73.97561559441,BK68,302,35,true,,,,,,,,,false
50178099,AUNTIE ANNE'S PRETZELS,Brooklyn,415,FULTON STREET,11201,7863690471,HOTDOGS/PRETZELS,40.69192201511,-73.98850400705,BK38,302,33,false,2,2026-01-08,2026-01-08,10.0,10,A,3,1,false
50178102,LATTE DA,Brooklyn,280,86 STREET,11209,3474920223,COFFEE/TEA,40.62362533041,-74.03181205557,BK31,310,47,false,2,2026-04-28,2026-04-28,14.0,14,N,4,2,false
50178103,EL ORIGINAL PUNTO FINAL,Bronx,2368,HOFFMAN STREET,10458,9172952237,UNKNOWN,40.8553218853,-73.88904381487,BX06,206,15,true,,,,,,,,,false
50178106,LA PERLA NASCOTA,Manhattan,206,WEST 79 STREET,10024,6465100943,ITALIAN,40.78330203198,-73.97873850031,MN12,107,6,false,1,2026-04-14,2026-04-14,61.0,61,N,3,3,false
50178119,ROOKLYN ACADEMY OF MUSIC,Brooklyn,10,LAFAYETTE AVENUE,11217,7187248047,UNKNOWN,40.68674670716,-73.97866123396,BK68,302,35,true,,,,,,,,,false
50178121,DUANE PARK PATISSERIE,Manhattan,179,DUANE STREET,10013,9178627592,BAKERY PRODUCTS/DESSERTS,40.71739910481,-74.01013680549,MN24,101,1,false,1,2025-10-22,2025-10-22,13.0,13,,3,1,false
50178130,DIEGO'S GYROS,Brooklyn,178,IRVING AVENUE,11237,7184218478,OTHER,40.70188251658,-73.91944023074,BK77,304,37,false,1,2025-12-09,2025-12-09,13.0,13,A,3,2,false
50178135,TIGER SUGAR,Manhattan,136,WEST 28 STREET,10001,2129330241,OTHER,40.74651297291,-73.99167767683,MN17,105,3,false,1,2025-12-28,2025-12-28,10.0,10,A,3,1,false
50178138,BRANCH,Manhattan,18,WEST 40 STREET,10018,6463771512,UNKNOWN,40.75252847862,-73.98264641921,MN17,105,4,true,,,,,,,,,false
50178141,BABY CHE,Brooklyn,343,TOMPKINS AVENUE,11216,3478486015,COFFEE/TEA,40.68605452633,-73.94444334235,BK75,303,36,false,2,2026-01-17,2026-03-03,22.0,10,A,3,3,false
50178142,NOT JUST JUICE LLC,Manhattan,1962,MADISON AVENUE,10035,9144333554,UNKNOWN,40.80617147906,-73.940336729,MN34,111,9,true,,,,,,,,,false
50178143,TONY'S TACOS,Queens,90-15,QUEENS BOULEVARD,11373,5164590692,UNKNOWN,40.73384018201,-73.87157703381,QN29,404,25,true,,,,,,,,,false
50178145,A1 WINGS AND SEAFOOD,Bronx,3240,3 AVENUE,10451,6787908481,SEAFOOD,40.82384341241,-73.90882457407,BX35,203,17,false,3,2025-12-15,2026-05-04,22.0,10,A,10,4,false
50178153,NEW SPICY HOUSE,Queens,133-35,ROOSEVELT AVENUE,11354,6468296678,CHINESE,40.75850199526,-73.83324180899,QN22,407,20,false,2,2026-02-02,2026-04-28,46.0,64,N,15,10,true
50178154,SAZON LA COMUCHITA,Queens,103-16,ROOSEVELT AVENUE,11368,9375405731,LATIN AMERICAN,40.74988101208,-73.86246530979,QN26,404,21,false,2,2025-11-21,2025-12-16,27.5,27,B,10,7,false
50178155,CHAHALO,Manhattan,23,SAINT MARKS PLACE,10003,6462701552,COFFEE/TEA,40.72900386268,-73.98862025848,MN22,103,2,false,1,2026-03-04,2026-03-04,22.0,22,N,3,2,false
50178156,JOE & THE JUICE,Manhattan,315,HUDSON STREET,10013,8457424505,"JUICE, SMOOTHIES, FRUIT SALADS",40.72630333294,-74.00748997538,MN24,102,3,false,1,2026-05-20,2026-05-20,8.0,8,A,2,0,false
50178157,VICTORIA PAUL CO.,Brooklyn,53,BRIDGE STREET,11201,3145980770,UNKNOWN,40.70292261203,-73.98466105485,BK38,302,33,true,,,,,,,,,false
50178159,HALAL EXPRESS ASIAN FUSION RESTAURANT,Staten Island,2226,HYLAN BOULEVARD,10306,9297269710,CHINESE,40.57618552566,-74.10398953956,SI45,502,50,false,1,2026-02-21,2026-02-21,23.0,23,N,4,3,false
50178160,STARR ALLO,Brooklyn,3717,CHURCH AVENUE,11203,9176124186,UNKNOWN,40.65112631073,-73.94258054101,BK91,317,40,true,,,,,,,,,false
50178162,ANGRY ARCHIE'S,Manhattan,20,UNION SQUARE WEST,10003,9735258914,UNKNOWN,40.73660979179,-73.99067937838,MN13,105,2,true,,,,,,,,,false
50178163,GODUNK,Manhattan,332,BOWERY,10012,2129147892,THAI,40.72581747547,-73.99200858669,MN23,102,1,false,1,2026-07-07,2026-07-07,13.0,13,A,2,1,false
50178164,KPMG LIFEWORKS,Manhattan,375,9 AVENUE,10001,3477142791,AMERICAN,40.75167065483,-73.99755652616,MN13,104,3,false,1,2026-07-29,2026-07-29,5.0,5,A,1,0,false
50178165,MOGADOR / EREWHON TONIC BAR AT KITH IVY,Manhattan,12O,LEROY ST,10014,9208191122,MOROCCAN,40.73073907068,-74.00332669497,MN23,102,3,false,1,2026-05-21,2026-05-21,11.0,11,A,3,1,false
50178166,LELY'S BAKERY & COFFEE,Brooklyn,829,FLATBUSH AVENUE,11226,9175300163,CARIBBEAN,40.65231093777,-73.95917895049,BK60,314,40,false,1,2026-06-20,2026-06-20,29.0,29,N,5,4,false
50178167,STARS,Manhattan,139,EAST 12 STREET,10003,5712338555,UNKNOWN,40.73220152312,-73.9887099155,MN22,103,2,true,,,,,,,,,false
50178178,HISPANIC DELI & GROCERY,Brooklyn,4916,4 AVENUE,11220,9298131664,LATIN AMERICAN,40.64688015491,-74.01215846761,BK32,307,38,false,1,2025-10-27,2025-10-27,8.0,8,,2,0,false
50178179,KENNEDY'S FRIED CHICKEN & BURGERS,Bronx,4652,3 AVENUE,10458,7186849969,CHICKEN,40.85754433852,-73.89109704927,BX06,206,15,false,1,2025-12-04,2025-12-04,5.0,5,A,1,0,false
50178181,PRET A MANGER,Queens,,JFK TERMINAL 8,11430,6464760498,UNKNOWN,,,,,,true,,,,,,,,,false
50178186,PRET A MANGER,Queens,,JFK TERMINAL 8,11430,6464760498,UNKNOWN,,,,,,true,,,,,,,,,false
50178190,BARKER CAFETERIA,Brooklyn,395,NOSTRAND AVENUE,11216,6462504215,COFFEE/TEA,40.68423470049,-73.95033642083,BK75,303,36,false,1,2025-11-03,2025-11-03,7.0,7,,1,1,false
50178193,JKCSNY INC,Manhattan,42,WEST 42 STREET,10036,9173253374,UNKNOWN,40.75406823942,-73.98232117075,MN17,105,4,true,,,,,,,,,false
50178194,BAGEL SCHMAGEL,Brooklyn,7510,3 AVENUE,11209,9178061856,BAGELS/PRETZELS,40.63130351793,-74.02786713487,BK31,310,47,false,2,2025-10-27,2026-07-16,14.0,26,N,6,4,false
50178195,JKCSNY INC BOOTH 0152,Manhattan,42,WEST 42 STREET,10036,9173253374,UNKNOWN,40.75406823942,-73.98232117075,MN17,105,4,true,,,,,,,,,false
50178197,D APPETIZ RESTAURANT & CATERING,Brooklyn,4719,AVENUE L,11234,5164300383,UNKNOWN,40.62339701386,-73.93001083029,BK58,318,45,true,,,,,,,,,false
50178198,SANTIAGO'S DELI & BAGELS,Brooklyn,1723,BATH AVENUE,11214,7186767549,AMERICAN,40.60483868881,-74.0077319883,BK27,311,38,false,2,2026-01-12,2026-04-03,24.0,13,A,6,2,false
50178201,NINO'S PIZZERIA,Brooklyn,112,GRAHAM AVENUE,11206,8626686168,PIZZA,40.70500638167,-73.94281167121,BK78,301,34,false,1,2026-05-16,2026-05-16,25.0,25,N,5,3,false
50178208,OLD BUKHARA,Staten Island,2590,HYLAN BOULEVARD,10306,3479391816,MIDDLE EASTERN,40.56901758277,-74.11120225904,SI45,502,50,false,1,2026-05-16,2026-05-16,13.0,13,A,2,1,false
50178209,SONNY'S PUB,Manhattan,16,EAST 41 STREET,10017,9178861973,IRISH,40.75244579706,-73.98053499485,MN20,105,4,false,2,2026-07-20,2026-08-04,29.0,12,A,7,5,false
50178210,CAFE SUPREMO COLOMBIAN BAKERY,Brooklyn,6417,20 AVENUE,11204,7185133481,LATIN AMERICAN,40.61695350124,-73.9853904712,BK28,311,43,false,2,2026-01-15,2026-02-26,37.5,13,A,11,5,false
50178211,MEDINA BURGER & FRIES,Queens,84-01,101 AVENUE,11416,9295006537,CHICKEN,40.6816425627,-73.85522619786,QN53,409,32,false,1,2025-12-11,2025-12-11,12.0,12,A,2,1,false
50178212,IPIZZA,Manhattan,746,9 AVENUE,10019,6463296897,PIZZA,40.76366473126,-73.98879841946,MN15,104,3,false,1,2026-02-11,2026-02-11,31.0,31,N,4,3,false
50178214,TACO BELL,Brooklyn,52,COURT STREET,11201,2126191222,MEXICAN,40.69225985484,-73.9911219327,BK09,302,33,false,1,2025-12-23,2025-12-23,5.0,5,A,1,1,false
50178215,MANCOA,Queens,73-18,NORTHERN BOULEVARD,11372,3478768380,UNKNOWN,40.75469262257,-73.89347482175,QN28,403,25,true,,,,,,,,,false
50178217,KENNEDY FRIED CHICKEN,Bronx,778,EAST TREMONT AVENUE,10460,7187955139,CHICKEN,40.84407612711,-73.88844821316,BX17,206,17,false,2,2026-05-28,2026-06-15,39.5,4,,9,3,false
50178218,PARTNERS COFFEE,Brooklyn,145,BEDFORD AVENUE,11211,9172390974,UNKNOWN,40.71901069338,-73.95643953657,BK73,301,33,true,,,,,,,,,false
50178220,BROOME ST. PROJECT,Manhattan,389,BROOME STREET,10013,9179527337,UNKNOWN,40.72054501682,-73.99697685214,MN24,102,1,true,,,,,,,,,false
50178223,POTIWA PIZZA INTERNATIONAL,Brooklyn,1456,FLATBUSH AVENUE,11210,7864877227,PIZZA,40.6353062582,-73.95031172439,BK42,314,45,false,1,2026-02-05,2026-02-05,136.0,136,N,15,11,true
50178227,THE CAFE @ CORNELL TECH,Manhattan,2,WEST LOOP ROAD,10044,9174179287,AMERICAN,40.75654512744,-73.95588068523,MN31,108,5,false,2,2026-04-14,2026-04-14,23.0,23,N,6,3,false
50178241,NAMDO,Brooklyn,639,DRIGGS AVENUE,11211,9179302557,UNKNOWN,40.71503431209,-73.95856683091,BK73,301,34,true,,,,,,,,,false
50178246,BINT ANAN,Queens,707,FAIRVIEW AVENUE,11385,6103689814,UNKNOWN,40.70581788746,-73.90433027537,QN20,405,30,true,,,,,,,,,false
50178247,TEX'S CHICKEN & BURGERS,Staten Island,2218,HYLAN BOULEVARD,10306,9292784005,CHICKEN,40.57629267044,-74.10388171433,SI45,502,50,false,1,2026-02-21,2026-02-21,15.0,15,N,3,3,false
50178248,VIVA LA DOUGH LLC,Manhattan,42,BROADWAY,10004,9173308253,UNKNOWN,40.70626329736,-74.01290873417,MN25,101,1,true,,,,,,,,,false
50178251,BRONX BURGER COMPANY,Bronx,4713,WHITE PLAINS ROAD,10470,7182474262,HAMBURGERS,40.90378251988,-73.85010634921,BX62,212,11,false,2,2026-02-09,2026-07-28,27.0,12,A,9,5,false
50178253,TRINI/ISLAND BURGER,Brooklyn,356,DEVOE STREET,11211,9175664489,UNKNOWN,40.71374761327,-73.935986522,BK90,301,34,true,,,,,,,,,false
50178256,DELTA CHARLIE,Manhattan,5,SPRING STREET,10012,9142336470,UNKNOWN,40.72111033295,-73.994217008,MN24,102,1,true,,,,,,,,,false
50178257,HAO FU MEN BBQ,Queens,41-13,149 PLACE,11355,6468741515,CHINESE,40.76199219607,-73.81460989324,QN51,407,20,false,3,2025-11-26,2026-06-20,35.5,37,C,14,8,false
50178259,WESTVILLE,Manhattan,1359,1 AVENUE,10021,2126772217,CALIFORNIAN,40.76838041194,-73.95558761058,MN31,108,5,false,2,2026-01-08,2026-07-23,15.0,12,A,6,3,false
50178260,LAST CRUMB,Brooklyn,630,FLUSHING AVENUE,11206,4047312474,UNKNOWN,40.69995593034,-73.94844930654,BK75,303,36,true,,,,,,,,,false
50178261,POKE BOWL,Manhattan,333,7 AVENUE,10001,9172925286,UNKNOWN,40.74762194852,-73.99305980274,MN17,105,3,true,,,,,,,,,false
50178262,NO.1 YUMMY TACO,Queens,146-15,ROCKAWAY BOULEVARD,11436,9173275610,CHINESE,40.67346342754,-73.79134133044,QN76,412,28,false,1,2026-02-02,2026-02-02,12.0,12,A,2,2,false
50178263,COOKIES AND CREAM PASTRY SHOP,Queens,12-11,JACKSON AVENUE,11101,3475070134,BAKERY PRODUCTS/DESSERTS,40.74365627259,-73.95048683215,QN31,402,26,false,1,2025-12-14,2025-12-14,6.0,6,A,2,0,false
50178265,ROSIE'S KOSHER PIZZA,Manhattan,1385,BROADWAY,10018,9177026105,JEWISH/KOSHER,40.75260595115,-73.98738904287,MN17,105,3,false,2,2026-02-04,2026-06-10,22.0,20,Z,8,6,false
50178267,TOUS LES JOUR,Brooklyn,469,86 STREET,11209,7183335176,BAKERY PRODUCTS/DESSERTS,40.62196872006,-74.02698427917,BK31,310,47,false,2,2026-01-30,2026-01-30,18.0,18,N,3,2,false
50178273,PERK UP COFFEEHOUSE,Staten Island,4116,VICTORY BOULEVARD,10314,3473227352,COFFEE/TEA,40.59150465777,-74.19097834702,SI05,502,50,false,3,2025-12-20,2026-02-12,23.0,14,B,10,4,false
50178276,PETER KIM,Queens,40-14,157 STREET,11354,7185518517,UNKNOWN,40.7634475084,-73.8082848635,QN51,407,20,true,,,,,,,,,false
50178277,MONDO SUSHI,Manhattan,325,EAST 21 STREET,10010,9293283168,JAPANESE,40.73611173953,-73.98066968809,MN21,106,2,false,1,2026-01-15,2026-01-15,10.0,10,N,1,1,false
50178283,OSLO COFFEE ROASTERS,Brooklyn,328,BEDFORD AVENUE,11249,7187820332,COFFEE/TEA,40.71309775918,-73.96219685313,BK73,301,34,false,1,2026-03-06,2026-03-06,10.0,10,A,2,1,false
50178288,KENNEDY FRIED CHICKEN,Queens,135-18,JAMAICA AVENUE,11418,3475244071,AMERICAN,40.70240755983,-73.8173152771,QN54,409,29,false,3,2026-01-06,2026-06-01,25.0,30,C,13,4,false
50178289,JAPANESE BITES STAND YAMADA,Brooklyn,943,3 AVENUE,11232,9174063655,UNKNOWN,40.65572431363,-74.00619897669,BK32,307,38,true,,,,,,,,,false
50178290,PEARL RIVER MART NYC LLC,Manhattan,151,WEST 34 STREET,10001,6467600452,UNKNOWN,40.75050916477,-73.98947917044,MN17,105,3,true,,,,,,,,,false
50178291,MARIEL'S JUICE BAR & RESTAURANT,Bronx,503,EAST TREMONT AVENUE,10457,5187049295,LATIN AMERICAN,40.84679578997,-73.89686530585,BX01,206,15,false,2,2026-02-11,2026-04-08,19.5,11,A,9,5,false
50178295,THE VAUX SOCIAL,Brooklyn,570,VANDERBILT AVENUE,11238,3473654401,UNKNOWN,40.67958315893,-73.96817917496,BK64,308,35,true,,,,,,,,,false
50178296,MANHATTO,Manhattan,783,9 AVENUE,10019,6464299782,JAPANESE,40.7648833161,-73.98793542708,MN15,104,3,false,1,2026-05-30,2026-05-30,22.0,22,N,4,4,false
50178299,BAR HERETIC,Brooklyn,270,CLERMONT AVENUE,11205,7185763957,NEW AMERICAN,40.68997542832,-73.97023677963,BK68,302,35,false,1,2026-04-17,2026-04-17,12.0,12,A,2,1,false
50178311,FONTBONNE HALL ACADEMY,Brooklyn,9901,SHORE ROAD,11209,9174156377,OTHER,40.61361904591,-74.0369542044,BK31,310,47,false,2,2025-09-26,2026-05-05,17.5,12,N,5,5,false
50178323,JAMIERI KAFE INC.,Brooklyn,392,VAN BRUNT STREET,11231,3472933124,UNKNOWN,40.67662239178,-74.01376461516,BK33,306,38,true,,,,,,,,,false
50178324,GANBLAZE BBQ HOUSE,Queens,37-09,COLLEGE POINT BOULEVARD,11354,7186979925,CHINESE,40.7600523645,-73.83484785189,QN22,407,20,false,2,2026-01-21,2026-07-30,20.0,13,A,7,5,false
50178325,FORDHAM PIZZA & EMPANDAS,Bronx,52,WEST FORDHAM ROAD,10468,7186180102,PIZZA,40.8627209946,-73.90348547097,BX30,207,14,false,1,2026-02-09,2026-02-09,26.0,26,N,5,2,false
50178329,APARTMENT RA'EL,Brooklyn,1124,BEDFORD AVENUE,11216,9176456228,UNKNOWN,40.68613580272,-73.95447435085,BK69,303,36,true,,,,,,,,,false
50178330,RANDY'S DONUTS,Manhattan,185,BLEECKER STREET,10012,3322974402,DONUTS,40.72907853142,-74.00100664282,MN23,102,1,false,3,2026-01-28,2026-03-25,19.0,5,A,9,3,false
50178336,NOMADS BREWS & BAR,Queens,72-22,ROOSEVELT AVENUE,11372,3473699461,INDIAN,40.74664746649,-73.89319901569,QN50,404,25,false,5,2025-11-24,2026-05-18,47.0,25,,17,9,false
50178337,WING KING,Brooklyn,407,MYRTLE AVENUE,11205,7188526677,UNKNOWN,40.69312898398,-73.96951775534,BK68,302,35,true,,,,,,,,,false
50178338,BORA BORA SMOOTHIE CAFE / SHEEL & MASHI,Brooklyn,1101,FOSTER AVENUE,11230,6463754951,FUSION,40.63233136177,-73.96670303242,BK42,314,45,false,1,2026-02-02,2026-02-02,14.0,14,N,3,2,false
50178340,BOX AND GO,Manhattan,219,EAST 85 STREET,10028,9293345225,UNKNOWN,40.77787658152,-73.95385173039,MN32,108,5,true,,,,,,,,,false
50178341,VIVI BUBBLE TEA,Brooklyn,5002,5 AVENUE,11220,6463358457,COFFEE/TEA,40.64501113001,-74.01042485409,BK32,307,38,false,1,2026-02-25,2026-02-25,17.0,17,N,3,2,false
50178349,GOOD BAKLAVA LLC,Manhattan,1,HERALD SQUARE,10001,6199042037,UNKNOWN,40.75054190782,-73.98754102176,MN17,105,4,true,,,,,,,,,false
50178353,SALT&SMASH,Brooklyn,2214,FLATBUSH AVENUE,11234,7189251995,UNKNOWN,40.6159446305,-73.92953601938,BK45,318,46,true,,,,,,,,,false
50178354,TINTO,Manhattan,41,MONROE STREET,10002,3322326319,LATIN AMERICAN,40.71156953334,-73.99452444137,MN27,103,1,false,1,2026-04-15,2026-04-15,12.0,12,A,3,1,false
50178358,NAYA,Queens,26-04,JACKSON AVENUE,11101,3473545554,MIDDLE EASTERN,40.74723148076,-73.94202821593,QN31,402,26,false,1,2025-12-14,2025-12-14,11.0,11,A,2,1,false
50178362,MUSCHE LLC,Manhattan,201,ALLEN STREET,10002,5164701379,UNKNOWN,40.72252348893,-73.98881979182,MN27,103,1,true,,,,,,,,,false
50178363,THE KOFTE HOUSE,Manhattan,1,HERALD SQUARE,10001,2012173000,UNKNOWN,40.75054190782,-73.98754102176,MN17,105,4,true,,,,,,,,,false
50178380,D APPETIZ,Brooklyn,5002,KINGS HIGHWAY,11234,5164300383,UNKNOWN,40.63420498254,-73.92840697371,BK58,318,45,true,,,,,,,,,false
50178384,TERA NYC,Manhattan,41,ESSEX STREET,10002,6466631334,KOREAN,40.71619411249,-73.98943049784,MN27,103,1,false,2,2026-03-03,2026-03-03,13.0,13,A,5,1,false
50178388,PANDA EXPRESS,Queens,71-14,AUSTIN STREET,11375,7185407037,CHINESE,40.71995898397,-73.84426227855,QN17,406,29,false,1,2026-05-06,2026-05-06,13.0,13,A,4,1,false
50178403,SUNRISET CAFE,Manhattan,112,GREENWICH AVENUE,10011,9292629339,SOUTHEAST ASIAN,40.73847384341,-74.00222647504,MN23,102,3,false,3,2026-06-30,2026-07-14,45.5,46,Z,19,10,false
50178407,ALADDIN RESTAURANT,Queens,37-08,73 STREET,11372,6462907120,BANGLADESHI,40.74844477194,-73.89264754085,QN28,403,25,false,4,2026-01-07,2026-03-25,35.25,12,A,17,11,true
50178413,VIVA LA DOUGH,Brooklyn,501,AVENUE M,11230,9173308253,BAKERY PRODUCTS/DESSERTS,40.61687647762,-73.97031992613,BK46,312,44,false,1,2025-12-21,2025-12-21,8.0,8,A,2,1,false
50178426,SUTTER CHICKEN GYRO,Brooklyn,456,SUTTER AVENUE,11212,7188016250,CHICKEN,40.66830060344,-73.90232598846,BK81,316,42,false,1,2025-11-28,2025-11-28,7.0,7,A,2,1,false
50178429,POP’S PIZZA,Manhattan,360,WEST 42 STREET,10036,5168497766,PIZZA,40.75791194538,-73.99144162269,MN15,104,3,false,1,2026-01-21,2026-01-21,19.0,19,N,2,2,false
50178431,CHELEBIES LLC,Bronx,2368,HOFFMAN STREET,10458,9144695342,UNKNOWN,40.8553218853,-73.88904381487,BX06,206,15,true,,,,,,,,,false
50178435,UGLY DUMPLING,Bronx,270,BAYCHESTER AVENUE,10475,7187508231,CHINESE,40.86634485862,-73.83062747673,BX13,210,12,false,2,2025-12-15,2026-01-28,24.5,12,A,5,4,false
50178448,SHAKE SHACK 1692,Staten Island,2530,HYLAN BOULEVARD,10306,9178771309,HAMBURGERS,40.57001217083,-74.11019608447,SI45,502,50,false,1,2025-12-13,2025-12-13,4.0,4,A,1,0,false
50178449,RICKY'S HALAL PIZZA,Queens,119-11,JAMAICA AVENUE,11418,7182246030,PIZZA,40.70005386984,-73.83069814606,QN54,409,29,false,2,2025-12-18,2026-01-06,20.5,23,B,8,5,false
50178466,BLOSSOM’S SOUL FOOD FUSION EXPRESS,Brooklyn,356,DEVOE STREET,11211,9294176387,UNKNOWN,40.71374761327,-73.935986522,BK90,301,34,true,,,,,,,,,false
50178467,IPIZZA NY,Manhattan,351,WEST 125 STREET,10027,9172658973,PIZZA,40.81085706818,-73.95279560228,MN09,109,9,false,1,2026-02-10,2026-02-10,12.0,12,A,2,1,false
50178469,DANDELION,Manhattan,115,CHRISTOPHER STREET,10014,6465535550,AMERICAN,40.73322025964,-74.00539435453,MN23,102,3,false,1,2026-05-21,2026-05-21,12.0,12,A,2,2,false
50178474,SUGARDADDY'S GENTLEMEN'S CLUB,Queens,51-07,27 STREET,11101,7187069600,UNKNOWN,40.73967278715,-73.94279262725,QN31,402,26,true,,,,,,,,,false
50178480,FRO BAKEHOUSE,Brooklyn,185,VAN DYKE STREET,11231,2035223666,UNKNOWN,40.67695138588,-74.01662361313,BK33,306,38,true,,,,,,,,,false
50178483,JUICE N GO,Queens,99-02B,ROCKAWAY BEACH BOULEVARD,11694,3472304920,UNKNOWN,40.58416165387,-73.82047332757,QN10,414,32,true,,,,,,,,,false
50178485,OK OK YUMMY,Queens,37-11,MAIN STREET,11354,3473999111,CHINESE,40.7613203278,-73.83099665042,QN22,407,20,false,1,2026-06-09,2026-06-09,12.0,12,A,2,2,false
50178492,CUDDLE CREPES LLC,Manhattan,20,UNION SQUARE WEST,10003,5168005078,UNKNOWN,40.73660979179,-73.99067937838,MN13,105,2,true,,,,,,,,,false
50178493,FLY'N LOUNGE,Queens,132-15,150 AVENUE,11420,6312974194,AMERICAN,40.66521308397,-73.80728867032,QN55,410,28,false,4,2026-02-12,2026-04-13,35.67,0,Z,13,9,true
50178495,JAY & SON LATIN FLAVOR,Brooklyn,879,BROADWAY,11206,3478183049,LATIN AMERICAN,40.69821850062,-73.93744042887,BK78,304,34,false,3,2026-04-13,2026-04-13,200.0,200,N,18,11,true
50178496,TOP ONE NOODLE INC.,Manhattan,42,BROADWAY,10004,6466372137,UNKNOWN,40.70626329736,-74.01290873417,MN25,101,1,true,,,,,,,,,false
50178498,INSOMNIA COOKIES,Brooklyn,122,BEDFORD AVENUE,11249,9292954451,BAKERY PRODUCTS/DESSERTS,40.71963076651,-73.95580059766,BK73,301,33,false,2,2026-01-23,2026-01-23,11.0,11,A,3,1,false
50178499,BIG BLUE SEAFOOD & GRILL,Manhattan,55,WEST 44 STREET,10036,2123555542,OTHER,40.7555091346,-73.98166025276,MN17,105,4,false,1,2026-08-04,2026-08-04,34.0,34,N,6,4,false
50178500,CUDDLE CREPES LLC,Manhattan,1802,65TH ST TRANVERSE,,5168005078,UNKNOWN,,,,,,true,,,,,,,,,false
50178502,INSOMNIA COOKIES,Staten Island,422,FOREST AVENUE,10301,9292954451,OTHER,40.63081828742,-74.10344091922,SI35,501,49,false,1,2026-07-25,2026-07-25,20.0,20,N,3,2,false
50178504,TWISTED KNOT CAFE & LOUNGE,Manhattan,33,WEST 37 STREET,10018,3133633032,AMERICAN,40.75085716991,-73.98439011095,MN17,105,4,false,1,2026-04-16,2026-04-16,21.0,21,N,4,2,false
50178505,SOHNA PUNJAB INDIAN RESTAURANT,Queens,117-10,ATLANTIC AVENUE,11419,6465415555,INDIAN,40.69362933551,-73.82951368452,QN54,409,29,false,2,2025-12-13,2026-06-26,22.5,11,A,8,4,false
50178506,DAHLA,Manhattan,202,WEST 14 STREET,10011,9179978789,OTHER,40.73873461744,-74.00015516824,MN23,102,3,false,1,2026-06-04,2026-06-04,12.0,12,A,3,1,false
50178509,EAST JAPANESE RESTAURANT,Manhattan,314,WEST 53 STREET,10019,6463031046,JAPANESE,40.76445484554,-73.98544824075,MN15,104,3,false,2,2026-02-26,2026-04-21,21.0,13,A,10,5,false
50178510,"LEAP SERVICES, INC.",Manhattan,154,WEST 34 STREET,10001,2245654161,UNKNOWN,40.75056407541,-73.98964879447,MN17,105,3,true,,,,,,,,,false
50178511,XING FU TANG,Manhattan,154,BLEECKER STREET,10012,2129944276,COFFEE/TEA,40.72835391689,-73.99957064807,MN23,102,1,false,2,2026-01-28,2026-01-28,12.0,12,A,5,1,false
50178514,BOBA WHALE,Manhattan,958,LEXINGTON AVENUE,10021,7186647465,UNKNOWN,40.76901715585,-73.96323722192,MN40,108,4,true,,,,,,,,,false
50178515,BOBA WHALE,Manhattan,2667,BROADWAY,10025,6463602953,COFFEE/TEA,40.79812702805,-73.96925639488,MN12,107,6,false,2,2025-11-06,2025-11-06,22.0,22,N,7,3,false
50178523,IAN'S COOKIE JAR LLC,Manhattan,1,HERALD SQUARE,10001,5167323754,UNKNOWN,40.75054190782,-73.98754102176,MN17,105,4,true,,,,,,,,,false
